date,event_code,goldstein,num_mentions,avg_tone,actor1,actor2,location,latitude,longitude,source_url
2025-11-07,356,7.0,8,8,SUDAN,SUDAN,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-07,138,-7.0,2,2,TURK,KORDOFAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,195,-10.0,10,10,FIGHTER,ARMY,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,25,-0.3,6,6,UNITED STATES,PARAMILITARY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,42,1.9,4,4,,HOSPITAL,Sudan,,16.0,SU
2025-11-07,30,4.0,6,6,,SOUTH SUDANESE,Sudan,,16.0,SU
2025-11-07,36,4.0,2,2,DEPUTY,COMMANDER,Sudan,,16.0,SU
2025-11-07,51,3.4,1,1,EGYPT,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,203,-10.0,2,2,GOVERNMENT,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,203,-10.0,2,2,GOVERNMENT,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,43,2.8,4,4,HOSPITAL,,Sudan,,16.0,SU
2025-11-07,12,-0.4,4,4,MEDIA,,Sudan,,16.0,SU
2025-11-07,203,-10.0,2,2,SUDAN,,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-07,203,-10.0,2,2,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,51,3.4,4,4,SUDAN,POLICE,Sudan,,16.0,SU
2025-11-07,43,2.8,2,2,SUDAN,SUDAN,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,40,1.0,2,2,SUDANESE,UNITED STATES,Sudan,,16.0,SU
2025-11-07,17,0.0,2,2,SUDAN,SUDAN,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,42,1.9,2,2,SUDAN,SUDAN,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,10,0.0,6,6,UNHCR,REFUGEE,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,26,4.0,3,3,SUDANESE,CHAD,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,80,5.0,3,3,SUDANESE,CHAD,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-31,46,7.0,10,10,EUROPEAN PARLIAMENT,SUDANESE,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,43,2.8,1,1,,REFUGEE,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,16,-2.0,4,4,EMIRATI,,Sudan,,16.0,SU
2025-11-07,20,3.0,3,3,CIVILIAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,20,3.0,2,2,DEFENSE MINIST,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,111,-2.0,1,1,THE EU,SUDANESE,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,51,3.4,5,5,HUMAN RIGHTS WATCH,AFRICA,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,42,1.9,1,1,REFUGEE,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,42,1.9,1,1,REFUGEE,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,80,5.0,6,6,DISPLACED PERSON,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,50,3.5,1,1,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,13,0.4,1,1,SUDAN,BRUSSELS,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,43,2.8,1,1,SUDAN,REFUGEE,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,356,7.0,2,2,SUDANESE,MILITIA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,36,4.0,1,1,,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,36,4.0,5,5,,SUDAN,"Dafuri, An Nil al Abya?, Sudan",37153,13.174,-4376
2025-11-07,90,-2.0,6,6,COMMANDER,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,203,-10.0,2,2,SUDANESE,SUDAN,Sudan,,16.0,SU
2025-11-07,51,3.4,3,3,KHARTOUM,AGENCE FRANCE PRESS,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,73,7.4,5,5,SUDAN,FARMER,"Zenab, Nahr an Nil, Sudan",37075,16.5758,10499452
2025-10-31,181,-9.0,2,2,REBEL,SUDAN,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,20,3.0,2,2,,SAUDI,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,40,1.0,5,5,,REUTERS,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,332,5.2,1,1,UNITED ARAB EMIRATES,UNITED NATIONS,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,80,5.0,1,1,CIVILIAN,FIGHTER,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,112,-2.0,1,1,UNITED NATIONS,UNITED ARAB EMIRATES,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,190,-10.0,8,8,PARAMILITARY FORCE,KHARTOUM,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,30,4.0,8,8,SUDANESE,SUDANESE,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-07,30,4.0,2,2,SUDAN,SUDANESE,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,61,6.4,1,1,SWEDEN,CHINA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,181,-9.0,10,10,FIGHTER,CIVILIAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,195,-10.0,10,10,FIGHTER,ARMY,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,43,2.8,10,10,,SUDAN,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-07,20,3.0,9,9,UNICEF,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,13,0.4,1,1,KHARTOUM,MILITARY BASE,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-07,192,-9.5,3,3,DARFUR,ARMY,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,871,9.0,8,8,BANGKOK,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,871,9.0,2,2,BANGKOK,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-10-31,181,-9.0,10,10,REBEL,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-10-31,193,-10.0,4,4,SUDAN,,Sudan,,16.0,SU
2025-11-07,111,-2.0,2,2,UNITED NATIONS,ISRAEL,Sudan,,16.0,SU
2025-11-07,193,-10.0,4,4,SUDAN,,Sudan,,16.0,SU
2025-11-07,110,-2.0,2,2,OMDURMAN,MILITARY BASE,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-10-08,40,1.0,1,1,EGYPT,EGYPT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,160,-4.0,2,2,EGYPTIAN,PRESIDENT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,36,4.0,1,1,EGYPT,UNITED STATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,60,6.0,1,1,EGYPT,UNITED STATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,150,-7.2,8,8,EGYPT,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,10,0.0,4,4,SUDAN,,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,190,-10.0,10,10,SUDAN,SUDAN,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-07,130,-4.4,10,10,SUDANESE,OMDURMAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,195,-10.0,10,10,SUDANESE,OMDURMAN,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-07,112,-2.0,2,2,THE US,RUSSIA,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,120,-4.0,8,8,THE US,SUDANESE,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,91,-2.0,5,5,AUTHORITIES,,Sudan,,16.0,SU
2025-11-07,334,6.0,3,3,FOREIGN MINIST,SUDAN,Sudan,,16.0,SU
2025-11-07,100,-5.0,10,10,SUDAN,AFRICA,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,53,3.8,5,5,SUDAN,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,145,-7.5,5,5,SUDAN,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,12,-0.4,2,2,SUDAN,SUDAN,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-07,173,-5.0,6,6,SUDAN,COMMANDER,Sudan,,16.0,SU
2025-11-07,40,1.0,1,1,EGYPTIAN,PALESTINE,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,30,4.0,5,5,MILITARY,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,356,7.0,5,5,MILITARY,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,30,4.0,1,1,GAZA,ISRAEL,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,120,-4.0,4,4,SUDANESE,SUDAN,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-07,356,7.0,6,6,,SUDANESE,Sudan,,16.0,SU
2025-11-07,141,-6.5,10,10,AMBASSADOR,STUDENT,Sudan,,16.0,SU
2025-11-07,30,4.0,2,2,,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,40,1.0,2,2,,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,80,5.0,8,8,ETHNIC GROUP,REBEL FORCE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,32,4.5,10,10,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,46,7.0,2,2,KHARTOUM,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,51,3.4,1,1,EGYPT,SUDANESE,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-07,182,-9.5,1,1,NURSE,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,10,0.0,12,12,ARMY,CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,10,0.0,2,2,OMDURMAN,,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-07,50,3.5,20,20,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,192,-9.5,4,4,DARFUR,,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-07,128,-5.0,2,2,SUDAN,GAZA,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,42,1.9,6,6,,SUDAN,"El Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-07,85,7.0,5,5,DOCTOR,AID GROUP,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,50,3.5,10,10,UNESCO,,Sudan,,16.0,SU
2025-11-07,43,2.8,6,6,SUDAN,,"El Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-07,180,-9.0,6,6,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,138,-7.0,2,2,SUDANESE,PARAMILITARY,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,1246,-4.0,4,2,SUDANESE,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,356,7.0,3,3,SUDANESE,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,874,10.0,3,3,SUDANESE,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,190,-10.0,2,2,SUDAN,PARAMILITARY,Sudan,,16.0,SU
2025-11-07,173,-5.0,10,10,GOOGLE,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,141,-6.5,1,1,GOOGLE,SUDAN,"Kumia, Janub Darfur, Sudan",37102,10.95,-9382
2025-11-07,54,6.0,4,4,ISRAEL,,Sudan,,16.0,SU
2025-11-07,71,7.4,3,3,CHRISTIAN,ISLAMIC,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,186,-10.0,2,2,CHRISTIAN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,12,-0.4,10,10,UNITED NATIONS,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,80,5.0,2,2,,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,70,7.0,1,1,CANADA,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,192,-9.5,3,3,REBEL FORCE,SUDANESE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,80,5.0,5,5,,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,163,-8.0,8,8,FOREIGN MINIST,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,15,0.0,1,1,SUDAN,BRITISH,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,195,-10.0,2,2,SUDANESE,SUDAN,"River Nile, Nahr an Nil, Sudan",37074,19.0,315437
2025-11-07,110,-2.0,2,2,MERCENARIES,LIBYA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,50,3.5,2,2,,UNITED ARAB EMIRATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,192,-9.5,2,2,ARMY,DARFUR,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,70,7.0,10,10,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,874,10.0,4,4,SUDANESE,CIVILIAN,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,139,-7.0,4,4,SUDANESE,ARMY,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,20,3.0,3,3,SUDAN,SUDANESE,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,356,7.0,10,10,MILITIA,SUDAN,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,112,-2.0,6,6,CIVILIAN,SUDANESE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,1124,-2.0,3,3,PROSECUTOR,INTERNATIONAL CRIMINAL COURT,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,110,-2.0,4,4,SUDANESE,PARAMILITARY,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,141,-6.5,4,4,SUDANESE,PARAMILITARY,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,45,5.0,3,3,BAHRAIN,ISRAEL,Sudan,,16.0,SU
2025-11-07,233,3.4,4,4,THE UN,GENERAL ASSEMBLY,Sudan,,16.0,SU
2025-11-07,40,1.0,3,3,,THE SECURITY COUNCIL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,190,-10.0,10,10,JOURNALIST,CIVILIAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,190,-10.0,3,3,SUDAN,LIBERATION MOVEMENT,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,38,7.0,1,1,MILITIA,SAUDI ARABIA,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,20,3.0,6,6,SUDAN,SUDAN,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-07,112,-2.0,2,2,,MILITIA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,72,8.3,2,2,EGYPT,SUDANESE,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,72,8.3,2,2,SUDAN,YEMEN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,40,1.0,2,2,,SUDAN,"Northern State, Ash Shamaliyah, Sudan",37091,19.3,-2852
2025-11-07,12,-0.4,3,3,CIVILIAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,22,3.2,10,10,GOVERNMENT,,Sudan,,16.0,SU
2025-11-07,46,7.0,5,5,ARMY,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,163,-8.0,3,3,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,192,-9.5,1,1,DARFUR,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,192,-9.5,1,1,KHARTOUM,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,50,3.5,2,2,SUDAN,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,43,2.8,1,1,SUDAN,WASHINGTON,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,42,1.9,1,1,WASHINGTON,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-08,181,-9.0,1,1,,THE UN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-10-08,173,-5.0,1,1,THE UN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,11,-0.1,10,10,MILITARY,GOVERNMENT,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,192,-9.5,10,10,FIGHTER,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-10-08,181,-9.0,10,10,PARAMILITARY,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,130,-4.4,8,8,SUDAN,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,12,-0.4,3,3,INTERNATIONAL CRIMINAL COURT,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,1821,-9.0,5,5,INTERNATIONAL CRIMINAL COURT,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,193,-10.0,2,2,SUDAN,,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-07,195,-10.0,2,2,SUDAN,,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-07,182,-9.5,4,4,KORDOFAN,HOSPITAL,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,42,1.9,5,5,,SUDAN,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,871,9.0,8,8,PRESIDENT,SUDAN,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,36,4.0,5,5,SUDAN,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,43,2.8,5,5,SUDAN,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,356,7.0,3,3,SUDANESE,SUDANESE,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,45,5.0,2,2,,EGYPT,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,40,1.0,6,6,,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,42,1.9,1,1,DISPLACED PEOPLE,SUDAN,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-11-07,20,3.0,10,10,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,90,-2.0,6,6,SUDAN,,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-07,43,2.8,1,1,SUDAN,DISPLACED PEOPLE,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-11-07,60,6.0,2,2,SUDANESE,THE US,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,181,-9.0,2,2,PARAMILITARY,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,10,0.0,1,1,NORWEGIAN REFUGEE COUNCIL,DARFUR,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-10-31,60,6.0,3,3,THE UN,AFRICA,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-31,10,0.0,7,7,THE UN,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,183,-10.0,1,1,,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,183,-10.0,1,1,,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,138,-7.0,6,6,SUDAN,,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-07,190,-10.0,2,2,SUDANESE,CIVILIAN,"Haj Ahmad, Al Jazirah, Sudan",37099,14.0231,10502735
2025-11-07,163,-8.0,5,5,MILITARY,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,100,-5.0,3,3,SUDANESE,MINISTRY,Sudan,,16.0,SU
2025-11-07,120,-4.0,1,1,SUDAN,,"Jannah, Kassala, Sudan",37059,16.1833,-7890
2025-11-07,19,3.4,6,6,SUDAN,SUDANESE,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,311,5.2,6,6,PRESIDENT,,Sudan,,16.0,SU
2025-11-07,13,0.4,12,12,ARMY CHIEF,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,1821,-9.0,5,5,GANG,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,19,3.4,6,6,KHARTOUM,SUDANESE,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,190,-10.0,5,5,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,91,-2.0,10,10,INTERNATIONAL CRIMINAL COURT,PARAMILITARY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,94,-2.0,10,10,INTERNATIONAL CRIMINAL COURT,PARAMILITARY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,1121,-2.0,10,10,INTERNATIONAL CRIMINAL COURT,PARAMILITARY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,110,-2.0,4,4,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,195,-10.0,2,2,KHARTOUM,WORSHIPPER,"Wad Madani, Al Jazirah, Sudan",37032,14.4056,-17243
2025-11-07,195,-10.0,1,1,SUDAN,WORSHIPPER,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,90,-2.0,10,10,SUDAN,,Sudan,,16.0,SU
2025-11-07,1124,-2.0,10,10,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,30,4.0,7,7,JAKARTA,UNITED STATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,10,0.0,2,2,SUDAN,,"Al-Affad, Ash Shamaliyah, Sudan",37092,18.0,-1490
2025-11-07,50,3.5,2,2,SUDAN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,871,9.0,4,4,PRESIDENT,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,192,-9.5,2,2,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,874,10.0,4,4,SUDANESE,CIVILIAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,234,3.4,4,4,SUDAN,REFUGEE,Sudan,,16.0,SU
2025-11-07,30,4.0,10,10,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,36,4.0,5,5,SUDAN,,"Al Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,36,4.0,2,2,,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,42,1.9,6,6,,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,90,-2.0,1,1,UNIVERSITY,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,30,4.0,5,5,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,1056,-5.0,1,1,SUDAN,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,181,-9.0,8,8,MILITIA,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-31,181,-9.0,8,8,MILITARY,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-31,190,-10.0,10,10,PARAMILITARY,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,861,9.0,20,20,AFRICAN UNION,UNITED NATIONS,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,193,-10.0,10,10,UNITED NATIONS,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,74,8.5,20,20,UNITED NATIONS,AFRICAN UNION,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,100,-5.0,20,20,REBEL LEADER,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,43,2.8,2,2,ROMANIA,SYRIAN,"Al Qadarif, Al Qa?arif, Sudan",37050,14.0333,-2177
2025-11-07,110,-2.0,2,2,SUDANESE,CIVILIAN,"Al Qadarif, Al Qa?arif, Sudan",37050,14.0333,-2177
2025-11-07,192,-9.5,2,2,SUDAN,ARMY,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-07,42,1.9,2,2,SYRIAN,ROMANIA,"Al Qadarif, Al Qa?arif, Sudan",37050,14.0333,-2177
2025-11-07,871,9.0,8,8,PRESIDENT,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,91,-2.0,10,10,INTERNATIONAL CRIMINAL COURT,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
