objectid,adm0_name,adm0_iso3,adm0_m49,adm1_name,adm1_pcode,adm2_pcode,adm2_name,adm_name,adm_pcode,adm_level,round,coll_start_date,coll_end_date,coll_mid_date,surveys,tot_crop_producers,tot_ls_producers,tot_fish_producers,hh_agricactivity_1,hh_agricactivity_2,hh_agricactivity_3,hh_agricactivity_4,hh_agricactivity_888,hh_agricactivity_999,resp_isfishproducer_1,resp_iscropproducer_1,resp_islsproducer_1,ls_salesmain_1,ls_salesmain_2,ls_salesmain_3,ls_salesmain_4,ls_salesmain_5,ls_salesmain_6,ls_salesmain_7,ls_salesmain_8,ls_salesmain_9,ls_salesmain_10,ls_salesmain_11,ls_salesmain_888,ls_salesmain_999,ls_main_1,ls_main_2,ls_main_3,ls_main_4,ls_main_5,ls_main_6,ls_main_7,ls_main_8,ls_main_666,ls_main_888,ls_main_999,ls_num_increased_1,ls_num_decreased_1,ls_num_no_change_1,ls_num_dec_consumed_1,ls_num_dec_death_1,ls_num_dec_escape_stolen_1,ls_num_dec_poor_health_1,ls_num_dec_sales_distress_1,ls_num_dec_sales_good_price_1,ls_num_inc_dec_dk_1,ls_num_inc_dec_other_1,ls_num_inc_dec_ref_1,ls_num_inc_less_sales_1,ls_num_inc_more_acquired_1,ls_num_inc_more_birth_1,ls_num_inc_received_free_1,ls_feed_common_pasture_1,ls_feed_dk_1,ls_feed_free_dist_1,ls_feed_open_pasture_1,ls_feed_other_1,ls_feed_purchased_1,ls_feed_ref_1,ls_feed_self_produced_1,ls_proddif_0,ls_proddif_1,ls_proddif_888,ls_proddif_999,ls_proddif_access_credit_1,ls_proddif_access_labour_1,ls_proddif_access_market_1,ls_proddif_access_pasture_1,ls_proddif_access_water_1,ls_proddif_diseases_1,ls_proddif_dk_1,ls_proddif_feed_purchase_1,ls_proddif_other_1,ls_proddif_ref_1,ls_proddif_theft_1,ls_proddif_vet_input_1,ls_proddif_vet_serv_1,ls_salesdif_0,ls_salesdif_1,ls_salesdif_888,ls_salesdif_999,ls_salesdif_competition_1,ls_salesdif_damage_losses_1,ls_salesdif_dk_1,ls_salesdif_low_demand_1,ls_salesdif_low_price_1,ls_salesdif_marketing_cost_1,ls_salesdif_other_1,ls_salesdif_pay_delay_1,ls_salesdif_processing_1,ls_salesdif_ref_1,ls_salesdif_slaughterhouse_1,ls_salesprice_1,ls_salesprice_2,ls_salesprice_3,ls_salesprice_4,ls_salesprice_5,ls_salesprice_888,ls_salesprice_999,fish_main_coastal_1,fish_main_offshore_sea_1,fish_main_freshwater_1,fish_main_aquaculture_1,fish_main_dk_1,fish_main_ref_1,fish_change_1,fish_change_2,fish_change_3,fish_change_4,fish_change_5,fish_change_888,fish_change_999,fish_proddif_0,fish_proddif_1,fish_proddif_888,fish_proddif_999,fish_proddif_access_area_1,fish_proddif_damage_equip_1,fish_proddif_dk_1,fish_proddif_find_fish_1,fish_proddif_fuel_1,fish_proddif_infrastructure_1,fish_proddif_input_access_1,fish_proddif_labour_1,fish_proddif_other_1,fish_proddif_pests_1,fish_proddif_ref_1,fish_inputdif_bait_feed_1,fish_inputdif_dk_1,fish_inputdif_fingerling_1,fish_inputdif_fuel_1,fish_inputdif_gear_1,fish_inputdif_ice_1,fish_inputdif_labour_1,fish_inputdif_other_1,fish_inputdif_ref_1,fish_inputdif_repairs_1,fish_salesmain_1,fish_salesmain_2,fish_salesmain_3,fish_salesmain_4,fish_salesmain_666,fish_salesmain_888,fish_salesmain_999,fish_salesdif_0,fish_salesdif_1,fish_salesdif_888,fish_salesdif_999,fish_saledif_competition_1,fish_saledif_damage_losses_1,fish_saledif_dk_1,fish_saledif_low_demand_1,fish_saledif_low_prices_1,fish_saledif_marketing_cost_1,fish_saledif_other_1,fish_saledif_pay_delay_1,fish_saledif_processing_1,fish_saledif_ref_1,fish_salesprice_1,fish_salesprice_2,fish_salesprice_3,fish_salesprice_4,fish_salesprice_5,fish_salesprice_888,fish_salesprice_999,hh_age_median,hh_age_wmean,hh_age_stddev,hh_age_ci_low,hh_age_ci_high,hh_size_median,hh_size_wmean,hh_size_stddev,hh_size_ci_low,hh_size_ci_high,tot_income_median,tot_income_wmean,tot_income_stddev,tot_income_ci_low,tot_income_ci_high,ls_num_diff_median,ls_num_diff_wmean,ls_num_diff_stddev,ls_num_diff_ci_low,ls_num_diff_ci_high,ls_num_lastyr_median,ls_num_lastyr_wmean,ls_num_lastyr_stddev,ls_num_lastyr_ci_low,ls_num_lastyr_ci_high,ls_num_now_median,ls_num_now_wmean,ls_num_now_stddev,ls_num_now_ci_low,ls_num_now_ci_high
1290,Myanmar,MMR,104,Kayah,MMR002,,,Kayah,MMR002,1,6,4/26/2023 12:00:00 AM,5/21/2023 12:00:00 AM,5/8/2023 12:00:00 AM,177,17,5,0,58.3653,21.0443,,20.5881,,,,58.3653,21.0443,,,,100,,,,,,,,,,14.7512,,,63.9366,,,21.3122,,,,,42.6244,57.3756,,,,,,42.6244,,14.7512,,,,21.3122,21.3122,,21.3122,,,57.3756,,21.3122,,42.6244,42.6244,57.3756,,,,,,,,74.29,,25.7099,,,,,,100,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.93421749641438,0.515590060031818,2.85670925227425,3.01172574055451,5,5.67040654813682,2.06781624183863,5.35506752754589,5.98574556872775,150000,167849.809518259,134898.01813844,146717.753040339,188981.865996179,-5,-3.29502485465242,4.75578167545178,-7.54872529963563,0.958675590330787,5,5.21312189316845,4.1028681115066,1.54340509315047,8.88283869318643,2,1.91809703851603,1.77391990660549,0.331454839392049,3.50473923764001
1291,Myanmar,MMR,104,Kayin,MMR003,,,Kayin,MMR003,1,6,4/25/2023 12:00:00 AM,5/21/2023 12:00:00 AM,5/8/2023 12:00:00 AM,273,82,51,0,48.2028,21.0415,13.2277,17.5297,,,,62.2644,35.1904,4.2444,7.9672,,23.9513,,,27.157,,,1.0387,,26.6354,9.0059,17.194,2.6177,,29.1951,,,48.6239,,,2.3696,,44.483,34.2245,21.6426,4.2051,9.1394,,16.849,3.8555,8.1407,,,,,10.847,29.1767,,5.8877,,3.8555,15.929,,52.1056,,34.3129,62.4043,35.2264,2.3696,,,,,,,19.0859,,47.6706,7.4313,,6.7268,,29.7716,70.9935,29.0065,,,,,,,99.9999,,,,,,,1.614,63.595,23.5852,11.2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.73519261500771,0.646487109147765,2.65693825541337,2.81344697460205,4,4.96548778482838,1.83819296607863,4.74049661960721,5.19047895004955,300000,281449.453865903,188497.160579804,257606.239469635,305292.66826217,0,-3.72342918002117,23.8788426043891,-10.4773857930011,3.03052743295874,6,16.3203133036389,21.8887784957983,10.1292318211312,22.5113947861465,8,12.5968841236177,13.7832414836198,8.69839471569797,16.4953735315374
1292,Myanmar,MMR,104,Magway,MMR009,,,Magway,MMR009,1,6,4/25/2023 12:00:00 AM,5/18/2023 12:00:00 AM,5/6/2023 12:00:00 AM,299,170,55,1,59.4843,8.5705,17.454,14.4966,,,0.5727,76.9383,26.5,38.118,10.3285,3.7325,27.1641,,,10.3285,,,,,10.3285,,57.7094,5.3849,1.4294,21.4103,,,14.0665,,,,,41.1898,41.2286,23.6988,2.1612,1.7943,1.7943,2.5669,7.7837,13.9935,,,,5.3849,9.3384,33.2788,,8.3187,,3.2237,44.1236,,39.3935,,24.7613,56.2846,40.2546,3.4613,,,5.6733,,14.2884,,24.1145,5.3687,38.3931,8.9197,,4.4574,,8.9148,80.1573,19.843,,,,,,31.7149,47.3084,20.9768,,,,,,9.3874,47.0418,5.225,34.1837,4.1624,,,,,100,,,,,,,100,,,,,100,,,,,,100,,,,,,,,,,,,,,,,,,100,,,,,,,100,,,,,,,,,,,,,,,100,,,,,,3,2.78713104517831,0.643294716513453,2.71272565713537,2.86153643322126,4,4.56704988797044,1.75272951397844,4.36432395804411,4.76977581789677,200000,224424.788909695,183424.214242405,202770.41085844,246079.16696095,0,-6.43890048851219,38.1659075751937,-16.7314803437044,3.85367936667998,5,19.6060844349098,45.8675966112551,7.23651350417875,31.9756553656409,5,13.1671839463976,21.6624339542375,7.32525994937121,19.009107943424
1293,Myanmar,MMR,104,Mandalay,MMR010,,,Mandalay,MMR010,1,6,4/25/2023 12:00:00 AM,5/12/2023 12:00:00 AM,5/3/2023 12:00:00 AM,298,120,66,1,36.0814,10.6386,22.0959,31.1819,,,0.4399,59.156,33.6994,46.6046,16.3907,3.1729,30.6588,,,,,,,,3.1729,,54.8434,10.5551,1.5989,27.0257,,,5.9791,,,,,27.7832,43.7331,28.4859,1.3054,1.5579,1.3054,9.1769,11.0693,11.8697,,,,10.5643,2.9043,27.8242,,9.4294,,3.1568,45.2818,,39.3184,,22.98,66.3694,32.0339,1.5989,,,,,9.0664,,,,48.3568,9.7266,,4.0751,14.0577,14.7179,69.7645,30.2358,,,,,,33.8393,62.2043,27.236,,11.1817,,,,16.1325,25.2777,3.2769,29.434,25.8792,,,,,,,100,,,,100,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,3,2.76867509860512,0.599727030041124,2.6990757148699,2.83827448234034,5,4.84322907404192,1.67043946665364,4.64805284277229,5.03840530531155,300000,305603.32223737,188508.366629397,283112.389532389,328094.25494235,0,-31.0354199705892,248.602416867315,-92.237104277116,30.1662643359377,8,44.7128100814289,247.512401595684,-16.2205310151472,105.646151178005,6,13.6773901108398,21.8251014987431,8.30442154232863,19.0503586793509
1294,Myanmar,MMR,104,Mon,MMR011,,,Mon,MMR011,1,6,4/25/2023 12:00:00 AM,5/21/2023 12:00:00 AM,5/8/2023 12:00:00 AM,300,114,54,2,46.0604,13.3215,14.8661,25.7592,,,1.2245,60.9265,28.1876,34.7689,6.251,,28.8638,,,23.8655,,,,,6.251,,29.3864,14.6872,,23.6128,,,32.3128,,,,,20.676,56.2608,25.3024,3.0624,5.8752,,16.6672,6.0112,24.9064,,,,2.104,10.2072,15.5096,,8.1152,,2.104,30.6456,,53.572,,20.5504,68.3968,31.6024,,,,,,14.1381,7.0881,30.0939,,33.1594,6.6578,,,7.0881,13.7078,89.1794,10.8208,,,,,,100,,,,,,,,12.9308,43.7192,12.526,26.2664,4.5578,,,51.5652,48.4348,,,,,,,48.4348,,51.5652,,,,100,,,,,,100,,,,,,,,,,,,,,,,,,100,,,,,,,,100,,,,,,,,51.5652,48.4348,,,,,,,,48.4348,51.5652,,3,2.83709399693812,0.554109550101336,2.77311093735581,2.90107705652043,5,4.80302725392928,1.79375743410516,4.59485852760786,5.0111959802507,300000,309903.540559177,192145.466976812,286937.764630716,332869.316487637,-2,-73.3836966581795,344.415766274987,-167.121795185223,20.3544018688637,7.5,97.448566167171,349.859672759296,2.22882396301813,192.668308371324,5.5,24.0648695089915,69.3199277328697,5.19837484764309,42.9313641703399
1295,Myanmar,MMR,104,Rakhine,MMR012,,,Rakhine,MMR012,1,6,4/26/2023 12:00:00 AM,5/21/2023 12:00:00 AM,5/8/2023 12:00:00 AM,241,90,52,7,46.7057,17.9161,15.9425,19.4315,,,3.342,62.6482,33.8586,15.888,5.1312,,38.1281,,,30.3433,,,,,7.8204,2.6892,18.4472,6.4408,,29.6778,,,36.6288,,6.3096,2.4964,,27.7089,56.0496,17.5215,7.6335,6.6761,2.8829,14.6765,1.2801,15.3846,2.4426,,,8.796,6.471,17.5152,,,,4.4658,21.8896,,49.652,,30.3459,52.678,44.8262,2.4964,,,,,,2.7845,33.501,,45.2012,8.0975,,18.9224,8.0975,16.8969,75.6294,15.1903,9.1803,,,19.7824,,19.7824,80.2175,,,,,,,13.765,66.157,12.6268,7.4516,,,,12.6453,12.6453,25.2906,49.4188,,,12.6453,12.6453,,49.4188,25.2906,,,36.7735,63.2265,,,,,,,20,20,20,,20,40,,,,100,,,,,,,,87.3547,12.6453,,,,,,75.8718,24.1282,,,,,,100,,,,,,,,74.7094,12.6453,12.6453,,,,3,2.88342712995999,0.57378981685739,2.80935118312959,2.95750307679039,5,5.44300426456499,1.99435792828209,5.18169480054851,5.70431372858146,250000,262690.221382193,177052.202628719,238816.507249973,286563.935514412,-1,-61.2209711218341,294.508242089015,-144.520481160423,22.0785389167548,6,157.297254335748,605.084039690616,-13.8463567254465,328.440865396941,4,96.0762832139134,335.106938161508,1.29372785524799,190.858838572579
1296,Myanmar,MMR,104,Sagaing,MMR005,,,Sagaing,MMR005,1,6,4/25/2023 12:00:00 AM,5/17/2023 12:00:00 AM,5/6/2023 12:00:00 AM,300,161,67,3,53.696,9.6434,20.9118,15.7473,,,1.4834,74.6078,32.489,38.4682,12.6866,,28.1391,,,11.8751,,,,,5.8872,2.9436,50.4016,6.3592,1.7041,20.7791,,,11.8544,,7.517,1.3864,,30.6742,33.085,37.1285,,3.2242,,4.3983,10.9344,13.9806,,,,1.4962,13.0383,20.5193,1.4962,3.456,,1.4962,36.3668,,42.74,,26.2844,58.4623,40.064,1.4755,,,,7.1434,7.3658,8.5068,14.5092,,70.6338,11.6192,,3.4605,,11.0487,76.7888,19.9832,3.2288,,,18.6607,,37.3787,50,,,,,,,17.5148,34.3112,7.1899,20.3344,20.6498,,,,,100.0001,,,,,37.3215,62.6786,,,,,30.3636,69.6365,,,53.5947,,,,,,100,46.4053,53.5947,,,46.4053,,53.5947,,,,46.4053,,,,100.0001,,,,,,,62.6786,37.3215,,,,,,,,100,100,,,,,100.0001,,,,,,3,2.93225466794128,0.594484876817219,2.86360946720936,3.00089986867319,5,5.00041815792221,1.89321450082936,4.77807139096912,5.2227649248753,200000,264160.108699846,454964.957159327,209684.029671713,318636.187727979,0,1.38030642520798,20.3004507659173,-3.77601322565724,6.53662607607319,6.5,352.467194503318,1747.77869931466,-91.4690390590618,796.403428065698,5,431.492944356119,1826.31373389972,-25.0854891188119,888.07137783105
1297,Myanmar,MMR,104,Shan,MMR222,,,Shan,MMR222,1,6,4/25/2023 12:00:00 AM,5/19/2023 12:00:00 AM,5/7/2023 12:00:00 AM,299,122,48,3,51.0749,10.8098,13.0245,25.0961,,,0.908,64.0994,25.1035,7.511,,,64.9543,,,26.946,,,,,0.5888,,36.6381,,,38.3971,,,22.5655,,1.493,0.9071,,11.037,70.955,20.1596,2.6836,11.9728,,30.8874,4.844,15.3102,,,,6.6089,14.7244,5.4352,,1.7682,,7.5243,26.3763,,61.0646,,29.3808,54.4722,44.3623,1.1663,,0.5844,,,,18.128,40.9224,,34.955,2.0447,,,3.3654,22.7944,100.0002,,,,,,,,,,,,,,,8.1478,61.9282,14.9621,3.4109,11.5512,,,,,41.2785,7.1678,51.5538,,,,41.2785,51.5538,,7.1678,,58.7216,41.2785,,,,,,,,,100,,,,,,,100,,100,,,,,,41.2785,,,,,51.5538,7.1678,100,,,,,,,,,,,,,,,100,,,,,,3,2.78060945021187,0.61690688475309,2.70925615759477,2.85196274282897,4,4.58065232048479,1.77386639923208,4.37409533110406,4.78720930986551,280000,275043.637991367,191208.29691864,252351.388023615,297735.88795912,-2,-10.2637144246247,20.1927825070998,-16.2182411307391,-4.30918771851035,7.5,55.5192531272141,247.476785409581,-17.4576695602145,128.496175814643,5,45.2555387025894,246.834708241181,-27.5320457574166,118.043123162595
1298,Myanmar,MMR,104,Tanintharyi,MMR006,,,Tanintharyi,MMR006,1,6,4/26/2023 12:00:00 AM,5/21/2023 12:00:00 AM,5/8/2023 12:00:00 AM,227,52,34,5,40.3802,19.7136,13.3146,26.5897,,,4.7716,54.4381,33.0282,14.4009,,,32.6106,,,38.5104,,,4.8931,,9.5854,,14.0529,,,28.92,,,49.7368,,,,7.2909,22.6249,44.0908,31.665,,9.772,,17.0266,7.825,7.333,,,,7.2938,4.9056,19.0456,,,,,10.2408,,72.6312,,19.5556,55.6897,37.02,4.9933,2.2976,,,,,,18.2658,,57.262,6.2063,,,18.2658,,76.5974,23.4028,,,,,,91.1831,,8.8168,,,,,,23.4028,49.9572,21.3394,,5.3008,,,31.2282,37.5436,31.2282,,,,,,,100,,,,68.5199,31.4801,,,50.5183,,,49.4817,,,,,,,,,,,,,,,,,,47.1314,,,15.5769,,37.2917,,99.9999,,,,,,,,,,,,,,24.8402,25.3606,,49.7991,,,,3,2.79811673528729,0.579082102545016,2.7212466771294,2.87498679344518,5,4.81795260903066,1.76566061897165,4.58041023666807,5.05549498139324,300000,335527.268410098,203516.703507566,307959.487519354,363095.049300843,0,-20.5868496924268,68.2728842395389,-45.5165822017164,4.3428828168628,10,123.95783177112,317.618932907274,7.97979560843058,239.935867933809,7,195.667942299669,486.372167959209,20.9579020522069,370.377982547131
1299,Myanmar,MMR,104,Yangon,MMR013,,,Yangon,MMR013,1,6,4/25/2023 12:00:00 AM,5/19/2023 12:00:00 AM,5/7/2023 12:00:00 AM,300,73,46,2,16.8446,8.463,5.904,68.7922,,,0.6167,22.7486,14.7581,7.4399,5.8315,,18.1181,,,44.6609,,,,,10.6782,13.2714,17.0632,4.1548,,31.0471,,,41.2813,,6.4542,,,18.9895,55.4974,25.5937,2.0774,10.609,,25.9696,4.1548,11.7548,2.6503,,,2.0774,10.9588,8.8825,,8.8825,,,10.9599,,66.3193,,22.7214,54.3108,41.535,4.1548,,,,,10.5378,,32.7838,5.0015,34.7583,12.762,,,9.1583,,83.8441,16.1559,,,39.4469,,,,,,100,,,,,,83.8441,9.7829,6.373,,,,,,100,,,,,,,,100,,,49.713,50.287,,,100,,,,,,,,,,,,,,,,,,,,,49.713,,,,,50.287,,100,,,,,,,,,,,,,,,,,,100,,,3,2.7470034291991,0.61147972274058,2.67627785834801,2.81772900005019,4,4.48100871544679,1.74814897248275,4.27675280856825,4.68526462232534,300000,340723.17855423,227620.586766807,313517.314816513,367929.042291947,-1,-36.3490451242231,153.881170230713,-83.282362046807,10.5842717983607,7,56.6288048146251,157.118066515907,8.70824378042744,104.549365848823,3,157.476898302137,820.884084587433,-90.0289657843061,404.982762388581
1300,Iraq,IRQ,368,Anbar,IQG01,,,Anbar,IQG01,1,11,6/8/2023 12:00:00 AM,6/17/2023 12:00:00 AM,6/12/2023 12:00:00 AM,138,72,43,0,31.4138,6.895,21.7937,39.8981,,,,53.2075,28.6887,62.9282,13.1854,15.8153,,,,,,,8.0711,,,,32.6038,7.0425,54.075,,,,6.2789,,,,,21.8895,60.2306,19.8401,,3.677,,1.7895,45.1922,15.2814,,,,1.8806,3.2019,21.8895,,7.6812,,,5.7212,,82.0746,,35.686,37.1947,62.8055,,,,2.9943,,18.0899,11.0868,6.115,,79.1762,,,,12.23,5.8546,86.8146,13.1854,,,,,,100,,,,,,,,,41.9986,37.0718,20.9296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.64856400736413,0.591273784611503,2.54789887324073,2.74922914148752,7,7.93990459469568,2.98226186761286,7.42656012592705,8.4532490634643,,,0,,,-2,-6.48738634519615,16.986939324007,-11.6683542676717,-1.30641842272062,13,25.8128326938736,33.0558690916721,15.7308871387101,35.894778249037,10,19.3254463486774,24.4815544312803,11.8586422480972,26.7922504492576
1301,Iraq,IRQ,368,Babylon,IQG07,,,Babylon,IQG07,1,11,6/8/2023 12:00:00 AM,6/17/2023 12:00:00 AM,6/12/2023 12:00:00 AM,151,41,32,0,16.9726,10.7976,12.3746,59.8562,,,,29.3472,23.1722,20.2907,,38.7038,,,,,,,41.0054,,,,84.7735,,4.2318,,,,10.9954,,,,,21.8462,62.7371,15.4174,2.2725,,,2.2186,56.0274,2.2186,,,,,,21.8462,,15.3958,,2.2725,4.5298,,64.6425,,39.7611,21.9293,78.0714,,,,,,11.1039,56.8444,5.7525,,88.5047,,,,,8.3216,79.7092,20.2907,,,,,,,,,,,100,,,,40.5814,59.4185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.68305607937833,0.61967608260767,2.58219903053781,2.78391312821886,7,7.52388931691743,3.35762601854393,6.97189899971869,8.07587963411618,,,0,,,-3,-66.8924656595169,483.631176999409,-237.881908084274,104.09697676524,9,80.3660199866187,480.963829155342,-89.6803725639767,250.412412537214,4,13.4735543271018,32.902625539008,1.84071950836467,25.1063891458389
1302,Iraq,IRQ,368,Baghdad,IQG08,,,Baghdad,IQG08,1,11,6/8/2023 12:00:00 AM,6/18/2023 12:00:00 AM,6/13/2023 12:00:00 AM,140,33,18,0,14.5619,2.3594,8.6727,74.4086,,,,24.4227,11.0321,27.4302,,27.4302,,,,,,,45.1396,,,,55.3082,,33.9221,,,,10.7698,,,,,54.5786,32.2366,17.2855,,9.0843,,4.1006,32.2366,,,,,,,50.478,,,,,4.1006,,65.1949,,63.7436,42.9257,57.0744,,,15.9166,,,17.4638,43.5184,15.9166,,82.5363,,,,15.9166,8.7319,72.5698,27.4302,,,,,,100,100,,,,,,,27.4302,,45.1396,27.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.68285978165411,0.580487819488721,2.58473943156231,2.7809801317459,6.5,6.55297038316324,2.9217496388857,6.0518944539537,7.05404631237277,,,0,,,0,-1.75741439528468,16.1407551940746,-9.36623936275279,5.85141057218344,6.5,31.4199869935499,57.6460049204511,4.24539966850721,58.5945743185926,6,29.6625725982652,56.2764450498759,3.13360198770566,56.1915432088248
1303,Iraq,IRQ,368,Basrah,IQG02,,,Basrah,IQG02,1,11,6/8/2023 12:00:00 AM,6/19/2023 12:00:00 AM,6/13/2023 12:00:00 AM,139,37,29,0,14.893,7.7966,12.1337,65.1762,,,,27.0267,20.2705,48.5298,,37.7046,,,,6.8829,,6.8829,,,,,44.3364,,42.1504,,,,13.5132,,,,,20.3124,49.9661,29.7215,,11.8047,,11.0876,40.1409,3.2341,,,,,,17.0783,3.2341,,,,6.5911,,79.6876,,31.0628,24.6008,75.3992,,,4.2893,,,6.5154,15.533,21.0576,,88.7558,,,,13.4301,,86.2344,13.7658,,,,,,,100,,,,,,,,43.2302,49.8871,6.8829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.6534689480538,0.677467212235009,2.53854491012603,2.76839298598158,7,8.04692617092342,3.53692329396949,7.43354588099482,8.66030646085203,,,0,,,-1,-28.5371551994711,274.230327279231,-130.383741924512,73.3094315255698,20,224.262824539777,1313.40334571925,-263.522932352638,712.048581432192,10,195.725669340306,1058.65980549218,-197.450711850338,588.902050530949
1304,Iraq,IRQ,368,Diyala,IQG10,,,Diyala,IQG10,1,11,6/8/2023 12:00:00 AM,6/21/2023 12:00:00 AM,6/14/2023 12:00:00 AM,136,45,30,0,14.1607,5.685,15.6172,64.5363,,,,29.7779,21.3022,63.8704,1.5293,34.6002,,,,,,,,,,,67.3057,1.8616,18.4084,,,,12.4238,,,,,31.0874,47.3109,29.204,,,,,32.0953,15.2156,,,,,6.4174,17.0672,,,,,14.0043,,76.5367,,47.8776,53.2973,46.7022,,,,,,3.4182,23.1372,27.4482,,59.7033,,,,12.8484,,46.8976,53.1023,,,,34.8425,,,,65.1575,,,,,,36.1633,54.6316,9.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.67550368096122,0.55998133200461,2.57946767481622,2.77153968710623,7,6.77239022699593,2.88946917524813,6.27501840499079,7.26976204900107,,,0,,,0,-0.940119360450706,4.8645796373899,-2.71641269390321,0.836173973001793,7,201.937099938766,1078.89250961321,-192.018743153576,595.892943031108,5,200.996980578315,1079.07217812981,-193.024468180303,595.018429336934
1305,Iraq,IRQ,368,Dohuk,IQG09,,,Dohuk,IQG09,1,11,6/8/2023 12:00:00 AM,6/20/2023 12:00:00 AM,6/14/2023 12:00:00 AM,136,32,19,0,12.9511,6.5003,7.7138,72.8351,,,,20.6649,14.2141,,,26.9555,,,,67.2006,,,5.8439,,,,21.0395,17.4995,36.4826,,,,24.9781,,,,,9.2486,73.2516,17.4995,,6.3943,,5.3591,66.1225,1.77,,,,,4.6243,,,,,4.6243,3.6897,,91.6857,,1.9197,12.9383,87.0614,,,2.0331,,,20.1002,,5.3115,,92.6556,,,,,0.844,42.2232,57.7768,,,,,,89.8854,10.1146,89.8854,,,,,,,6.8969,24.9156,68.1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.5414807821489,0.645749937500759,2.43073558151166,2.65222598278615,6,6.42203301095484,2.8812001970459,5.920480434314,6.92358558759569,,,0,,,-3,-19.9778909364675,47.1029509415858,-41.5902070519334,1.63442517899842,10,60.589201485512,135.094114028058,-1.3962291371686,122.574632108193,7,40.6113105490445,94.6287904453696,-2.80735626157165,84.0299773596606
1306,Iraq,IRQ,368,Erbil,IQG11,,,Erbil,IQG11,1,11,6/8/2023 12:00:00 AM,6/19/2023 12:00:00 AM,6/13/2023 12:00:00 AM,136,24,14,0,13.0758,8.1329,3.4485,75.3433,,,,16.5243,11.5814,19.9468,,,,,,80.0532,,,,,,,28.1053,25.148,11.3964,,,,35.3502,,,,,8.6555,58.3544,32.99,,,,8.6555,49.6989,,,,,,8.6555,,,8.6555,,,2.9573,11.8687,64.0526,,18.3804,44.6028,55.3971,,,,,,,17.5549,17.5549,,78.5751,,,,21.4248,,80.0532,19.9468,,,,,,,,100,,,,,,,19.9468,80.0532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.50915387397607,0.615781909961409,2.40354814766134,2.6147596002908,6,5.69983724431841,2.55392729735528,5.25525556691353,6.14441892172329,,,0,,,-2.5,-8.89072527305056,27.2885174418639,-23.4770513959734,5.69560084987227,8.5,16.7252074302267,29.899371428883,0.743321149258469,32.707093711195,4.5,7.83448215717617,7.06712094746963,4.05694711484409,11.6120171995083
1307,Iraq,IRQ,368,Kerbela,IQG12,,,Kerbela,IQG12,1,11,6/8/2023 12:00:00 AM,6/21/2023 12:00:00 AM,6/14/2023 12:00:00 AM,137,34,14,0,16.9248,1.1286,8.2342,73.7129,,,,25.159,9.3628,,,,,,,,,,,,,,80.5429,6.0269,4.1229,,,,9.3074,,,,,46.5654,34.2574,19.1773,,12.0538,,,26.3265,,,,,,,42.4425,,27.1082,,,16.1767,,53.7146,,46.5654,34.5116,65.4885,,,,,,9.203,6.2956,,,81.5941,,,,18.406,9.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.7100967233152,0.608718427117253,2.60608407339501,2.81410937323539,6,6.92738946536469,3.18768903045665,6.37868428634929,7.4760946443801,,,0,,,0,5.85870843821887,31.4813876687742,-10.9688010927473,22.686217969185,4,40.8984593298676,184.897873493365,-57.9336112637386,139.730529923474,3,46.7571677680865,216.003493592711,-68.7015561419344,162.215891678107
