objectid,adm0_name,adm0_iso3,adm0_m49,adm1_name,adm1_pcode,adm2_pcode,adm2_name,adm_name,adm_pcode,adm_level,round,coll_start_date,coll_end_date,coll_mid_date,surveys,tot_crop_producers,tot_ls_producers,tot_fish_producers,hh_agricactivity_1,hh_agricactivity_2,hh_agricactivity_3,hh_agricactivity_4,hh_agricactivity_888,hh_agricactivity_999,resp_isfishproducer_1,resp_iscropproducer_1,resp_islsproducer_1,crp_area_change_1,crp_area_change_2,crp_area_change_3,crp_area_change_4,crp_area_change_5,crp_area_change_888,crp_area_change_999,crp_harv_change_1,crp_harv_change_2,crp_harv_change_3,crp_harv_change_4,crp_harv_change_5,crp_harv_change_888,crp_harv_change_999,crp_main_1100,crp_main_1200,crp_main_1300,crp_main_1400,crp_main_1500,crp_main_1600,crp_main_1990,crp_main_2100,crp_main_2200,crp_main_2300,crp_main_2400,crp_main_2500,crp_main_2600,crp_main_2990,crp_main_3100,crp_main_3200,crp_main_3300,crp_main_3400,crp_main_3500,crp_main_3600,crp_main_3700,crp_main_3990,crp_main_4100,crp_main_4200,crp_main_4300,crp_main_4400,crp_main_4500,crp_main_4600,crp_main_4700,crp_main_4900,crp_main_4101,crp_main_4990,crp_main_5100,crp_main_5200,crp_main_5300,crp_main_5400,crp_main_5500,crp_main_5600,crp_main_5700,crp_main_5800,crp_main_5900,crp_main_5101,crp_main_5110,crp_main_5990,crp_main_6100,crp_main_6200,crp_main_6300,crp_main_6400,crp_main_6990,crp_main_7100,crp_main_7200,crp_main_7300,crp_main_7400,crp_main_7500,crp_main_7600,crp_main_7700,crp_main_7800,crp_main_7900,crp_main_7101,crp_main_7110,crp_main_7120,crp_main_7130,crp_main_7140,crp_main_7150,crp_main_7160,crp_main_7170,crp_main_7180,crp_main_7990,crp_main_8100,crp_main_8200,crp_main_8300,crp_main_8400,crp_main_8500,crp_main_8600,crp_main_8700,crp_main_8800,crp_main_8990,crp_main_9100,crp_main_9200,crp_main_9300,crp_main_9400,crp_main_9500,crp_main_9990,crp_main_10100,crp_main_10200,crp_main_10300,crp_main_10400,crp_main_10500,crp_main_10600,crp_main_10990,crp_main_777000,crp_main_888000,crp_main_999000,crp_irrig_source_1,crp_irrig_source_2,crp_irrig_source_3,crp_irrig_source_4,crp_irrig_source_5,crp_irrig_source_666,crp_irrig_source_888,crp_irrig_source_999,crp_irrig_system_1,crp_irrig_system_2,crp_irrig_system_3,crp_irrig_system_4,crp_irrig_system_5,crp_irrig_system_888,crp_irrig_system_999,crp_irrig_pay_0,crp_irrig_pay_1,crp_irrig_pay_888,crp_irrig_pay_999,crp_storage_1,crp_storage_2,crp_storage_3,crp_storage_4,crp_storage_5,crp_storage_6,crp_storage_888,crp_storage_999,crp_salesprice_1,crp_salesprice_2,crp_salesprice_3,crp_salesprice_4,crp_salesprice_5,crp_salesprice_888,crp_salesprice_999,crp_proddif_0,crp_proddif_1,crp_proddif_888,crp_proddif_999,crp_proddif_access_credit_1,crp_proddif_access_fertilize_1,crp_proddif_access_fuel_1,crp_proddif_access_labour_1,crp_proddif_access_machinery_1,crp_proddif_access_pesticide_1,crp_proddif_access_plot_1,crp_proddif_animal_grazing_1,crp_proddif_dk_1,crp_proddif_excess_water_1,crp_proddif_lack_irrigation_1,crp_proddif_other_1,crp_proddif_pest_outbreak_1,crp_proddif_plant_disease_1,crp_proddif_ref_1,crp_proddif_seed_quality_1,crp_proddif_seed_quantity_1,crp_proddif_soil_erosion_1,crp_salesdif_0,crp_salesdif_1,crp_salesdif_888,crp_salesdif_999,crp_saledif_competition_1,crp_saledif_damage_losses_1,crp_saledif_dk_1,crp_saledif_low_demand_1,crp_saledif_low_price_1,crp_saledif_marketing_cost_1,crp_saledif_other_1,crp_saledif_pay_delay_1,crp_saledif_processing_1,crp_saledif_ref_1,crp_seed_company_1,crp_seed_dk_1,crp_seed_gov_1,crp_seed_market_1,crp_seed_ngo_1,crp_seed_organized_community_1,crp_seed_other_1,crp_seed_ownprod_1,crp_seed_ref_1,crp_seed_relatives_friends_1,hh_age_median,hh_age_wmean,hh_age_stddev,hh_age_ci_low,hh_age_ci_high,hh_size_median,hh_size_wmean,hh_size_stddev,hh_size_ci_low,hh_size_ci_high,tot_income_median,tot_income_wmean,tot_income_stddev,tot_income_ci_low,tot_income_ci_high,crp_harv_lastyr_kg_median,crp_harv_lastyr_kg_wmean,crp_harv_lastyr_kg_stddev,crp_harv_lastyr_kg_ci_low,crp_harv_lastyr_kg_ci_high,crp_harv_vol_kg_median,crp_harv_vol_kg_wmean,crp_harv_vol_kg_stddev,crp_harv_vol_kg_ci_low,crp_harv_vol_kg_ci_high,crp_landsize_ha_median,crp_landsize_ha_wmean,crp_landsize_ha_stddev,crp_landsize_ha_ci_low,crp_landsize_ha_ci_high
1876,Lebanon,LBN,422,South,LB6,,,South,LB6,1,6,11/3/2023 12:00:00 AM,11/27/2023 12:00:00 AM,11/15/2023 12:00:00 AM,150,145,25,0,82.8902,3.226,13.8867,,,,,96.7769,17.1127,,1.4262,90.6521,5.0349,2.8812,,,,3.5799,10.3566,37.7672,47.5632,0.7275,,,3.8955,,,,,,,,,,,,,,,,,,,,0.7275,,,,,,,,,,5.82,2.1825,0.7275,,0.7275,0.6987,0.7275,,,,,,1.4262,,2.0961,,,4.99,1.4671,,,,,,3.5799,,,0.6987,,60.6294,1.455,,,,,,0.6987,,,,,,,,,0.6987,,,,,,0.3156,,,,,,,6.4323,,,,70.2009,12.1498,8.2726,1.4262,7.9449,,,,,,,,,,,,,,,43.2883,50.2329,6.4732,,,,,,2.1238,34.0481,37.9665,24.8008,1.0619,,,13.7875,86.2069,,,6.665,80.5699,17.8542,55.8528,53.5305,57.2388,14.6122,,,1.6878,27.3362,,2.5317,57.1605,,8.3388,3.3562,,36.8625,63.1386,,,9.9193,18.3668,,33.744,36.3395,45.5166,,50.3394,27.4004,,3.5799,,0.6987,22.2546,,,52.8007,24.9004,,2.8812,,,0,,,4,4.337778833308,1.73672673642972,4.05417254484787,4.62138512176813,,,0,,,,,0,,,,,0,,,0.5,0.976251354764691,1.72393149681058,0.688929438629595,1.26357327089979
1877,Zimbabwe,ZWE,104,Manicaland,ZW11,,,Manicaland,ZW11,1,6,11/28/2022 12:00:00 AM,12/30/2022 12:00:00 AM,12/14/2022 12:00:00 AM,208,161,101,0,34.0861,8.3388,31.8713,25.7115,,,,65.9574,41.0551,4.7652,18.3729,41.5717,25.9815,9.3146,,,3.8284,22.718,12.05,43.2274,18.172,,,,1.1913,1.1913,5.7654,67.043,,,,2.5624,,,,,,4.945,,,,,,,,0.5507,,,,,,,,,1.8319,5.0349,,,,,,,,,,,,,,,,,1.1913,,,,,,,,,,,,,,,,,,,,1.9218,,,,0.6406,,,,,,,,,0.6406,0.6406,,,,,,4.8551,,,,76.6767,4.3044,8.6987,6.7522,2.9333,0.6406,,,,,,,,,,62.3872,37.6125,,,,,,,,,,,5.5968,30.9672,26.664,32.2608,4.5144,,,41.302,58.7039,,,,39.1496,,5.456,18.8761,5.1498,2.1824,2.0293,,6.5472,14.8175,2.1824,8.5765,15.9087,,12.7882,13.6425,4.3229,44.088,55.9152,,,2.6912,8.0736,,23.4654,39.2349,23.8431,5.3824,15.7695,5.3824,,16.296,,19.4496,58.9444,1.9218,2.5624,0.6406,23.509,,1.1913,3,2.69926056410716,0.606369609232508,2.61517222880059,2.78334889941373,5,5.18317137829255,1.54498146025171,4.96189453753227,5.40444821905283,150,410.098404329308,1735.89225450469,169.373460779406,650.823347879211,0,0,0,0,0,0,0,0,0,0,1,12.5437511548188,89.7349887678033,-1.68914387252247,26.77664618216
1878,Zimbabwe,ZWE,104,Mashonaland Central,ZW12,,,Mashonaland Central,ZW12,1,6,11/28/2022 12:00:00 AM,12/30/2022 12:00:00 AM,12/14/2022 12:00:00 AM,183,154,79,0,42.5838,6.0585,31.9064,19.4487,,,,76.0394,38.9977,2.7436,17.6013,39.1344,31.8216,8.695,,,4.2016,24.2895,15.941,43.1549,12.4109,,,,,,6.791,72.5673,,,,0.6791,0.4973,,,,,1.1764,,,0.4973,,,,,0.6791,0.6791,,,,,,,,0.4973,2.5346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3955,,,,,,,,,,,,,,1.3582,,,,,,8.1492,0.4973,,,92.1752,1.365,2.0475,3.0471,1.365,,,,,,,,,,,50,50,,,,,,,,,,,,21.8643,35.3919,28.2288,13.4217,1.092,,38.4307,60.8889,0.6791,,1.1153,32.1855,,8.9224,20.0134,6.3932,1.1153,1.1153,,4.9793,21.9454,2.2306,3.0473,12.1892,,13.3045,15.2365,1.6334,34.194,64.3134,1.4913,,9.2752,10.9731,,16.2316,40.9527,20.2483,4.6376,11.594,,2.3188,19.2444,,22.4742,61.2318,1.365,0.6825,,14.7461,,0.6825,3,2.65148056739781,0.529444050788572,2.57320530657316,2.72975582822246,5,5.23143804106914,1.63950300591049,4.98213983041452,5.48073625172376,225,625.465239322054,1757.26416477244,365.663829464852,885.266649179256,0,0,0,0,0,0,0,0,0,0,2,4.0849552984462,17.084977366403,1.29499017746707,6.87492041942533
1879,Zimbabwe,ZWE,104,Mashonaland East,ZW13,,,Mashonaland East,ZW13,1,6,11/28/2022 12:00:00 AM,12/27/2022 12:00:00 AM,12/12/2022 12:00:00 AM,195,147,91,0,36.581,10.0921,30.7609,22.5608,,,,67.3419,41.3257,3.4373,20.6238,34.5939,31.6426,9.7022,,,3.5636,18.7792,16.342,47.7636,13.5552,,,,,,4.9133,73.8752,,,,0.6054,,,,,,0.6054,,,,,,,,0.7019,1.2108,,,,,,,,3.3165,5.4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8168,,,,,,,,,,,,,0.7019,,,,,,,3.1235,0.7019,,,85.3228,2.536,8.1912,3.3401,0.6097,,,,,,,,,,,65.5644,34.4358,,,,,,,,,,,3.515,31.1518,30.427,29.6359,3.515,1.7575,,36.0427,63.9521,,,2.195,43.7911,1.0975,2.195,17.2584,10.3718,3.1417,2.195,,4.2392,17.9035,4.2392,6.4342,10.5226,,13.5135,14.611,1.0975,42.7295,57.2727,,,18.4116,6.1372,,8.784,39.47,24.127,18.4116,6.1372,3.0686,,24.1848,0.6097,22.5236,53.1942,,0.6097,,19.4044,,1.4138,3,2.66967195409415,0.600437642823365,2.58367548870236,2.75566841948595,5,5.16347037962712,1.62035976606184,4.92836387424479,5.39857688500946,150,399.220700970978,1025.47386512449,252.349283420108,546.092118521849,0,0,0,0,0,0,0,0,0,0,1,5.32631684596116,24.2122124702984,1.3048872401279,9.34774645179443
1880,Zimbabwe,ZWE,104,Mashonaland West,ZW14,,,Mashonaland West,ZW14,1,6,11/28/2022 12:00:00 AM,12/27/2022 12:00:00 AM,12/12/2022 12:00:00 AM,197,155,90,0,32.3487,8.7335,24.8591,34.0621,,,,58.5406,33.5926,6.3185,14.9305,30.8211,34.8867,13.043,,,1.9289,20.9982,19.3504,45.7615,11.96,,,,,,1.414,79.2857,,,0.707,0.5233,0.5233,,0.5233,,,0.707,,,0.5233,,,,,0.707,,0.5233,,,,,,,1.0466,2.6443,0.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5233,,,,0.707,,,,,,,,,,1.414,,,,,,6.1075,1.414,,,87.9349,3.0266,4.4608,3.3992,0.6443,0.5308,,,,,,,,,,45.1905,54.8096,,,,,,,,,,,4.0301,32.3694,21.0594,30.3865,10.5297,1.6249,,37.4601,62.5408,,,,43.0039,1.1305,6.3744,21.2052,7.6197,1.1305,4.2282,,8.7502,7.6197,5.3587,0.8367,5.3587,,14.5817,16.7533,2.261,43.6794,56.3206,,,7.9056,15.0615,,23.7168,33.1218,17.9466,10.7907,10.7907,5.7702,,21.8013,,18.9163,57.3868,4.0435,1.2479,0.5308,16.765,,0.5308,3,2.66657594907873,0.606351630852903,2.58017441917147,2.75297747898598,5,5.30898403271279,1.71906359980244,5.05889707809254,5.55907098733304,200,591.839159143063,2721.53310798298,204.036748366634,979.641569919493,0,0,0,0,0,0,0,0,0,0,2,18.2667349946236,132.444522880449,-3.21860372802868,39.7520737172758
1881,Zimbabwe,ZWE,104,Masvingo,ZW18,,,Masvingo,ZW18,1,6,11/28/2022 12:00:00 AM,12/27/2022 12:00:00 AM,12/12/2022 12:00:00 AM,178,145,100,0,35.2698,9.159,48.1731,7.4039,,,,84.3013,58.0002,3.2976,24.9852,35.5429,30.3493,5.8191,,,1.8294,17.5583,11.6504,53.2708,15.6946,,,,,7.1325,7.5839,70.9056,,,,0.7925,,,,,,0.2257,,,,,,,,,,,,,,,,,1.585,2.6032,,,,,0.7925,,,,,,,,,,,,0.7925,,,,,,,,,,,,,,,,,,,,2.3775,,,0.7925,0.7925,,,,,,,1.0182,,0.7925,1.585,,,,,,0.2257,,,,86.4284,3.3957,5.8747,2.8289,1.4696,,,,,,,,,,,37.1213,62.8786,,,,,,,,,,,2.6963,31.1735,37.9835,19.4851,5.9669,2.6963,,31.5656,68.4317,,,,28.7378,,8.1067,36.3792,7.6082,2.1347,3.2928,,5.7905,17.0213,1.8177,6.2686,9.7097,,18.4964,13.3987,3.4743,56.2966,43.705,,,14.4051,20.5744,,32.913,34.2271,19.2068,9.6034,8.851,,,16.6374,,27.7236,55.5348,1.585,0.7925,,27.5994,,3.9625,3,2.79627513937394,0.525323713919103,2.71752578526126,2.87502449348661,5,5.40006369567,1.4884712312805,5.17241121575705,5.62771617558296,120,257.215737414558,656.3144899661,158.830035779209,355.601439049908,0,0,0,0,0,0,0,0,0,0,1,6.91428281289046,95.6971749764623,-9.09091677797296,22.9194824037539
1882,Zimbabwe,ZWE,104,Matabeleland North,ZW15,,,Matabeleland North,ZW15,1,6,11/28/2022 12:00:00 AM,12/28/2022 12:00:00 AM,12/13/2022 12:00:00 AM,190,118,86,0,43.2872,19.3506,24.4205,12.9402,,,,68.6136,44.0074,2.9859,22.3061,60.0095,12.3531,2.3418,,,2.4404,21.9028,24.038,40.8776,10.738,,,,,16.1158,14.7825,50.4921,,,,,0.3478,,,,,2.9565,,,0.9855,,,,,0.3478,,0.9855,,,,,,,5.9709,4.6955,,,,,,,0.3478,,,,0.9855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9855,,,,,,,,,,76.4629,4.6376,10.8405,1.6811,5.3911,0.9855,,,,,,,,,,56.521,43.479,,,,,,,,,,,9.9063,27.4431,40.5618,14.4579,7.6305,,,40.927,59.0717,,,,16.7808,,11.6781,21.6879,5.0049,3.9253,10.1076,,5.5936,27.3793,6.6732,11.6781,6.771,,8.9302,11.1872,,55.8228,44.1768,,,15.4548,10.3032,,22.4243,48.1823,17.2727,10.3032,10.3032,12.1211,,12.2317,,22.0867,43.6515,1.971,3.6521,,29.333,,5.913,3,2.69527860333553,0.570653351748303,2.61226075635246,2.77829645031861,5,5.43321912449511,1.52976305535683,5.20453940626129,5.66189884272893,190,359.465446986354,783.631439661366,245.764247323587,473.166646649122,0,0,0,0,0,0,0,0,0,0,1,1.51438344524715,1.49260211007784,1.2297553907295,1.7990114997648
1883,Zimbabwe,ZWE,104,Matabeleland South,ZW16,,,Matabeleland South,ZW16,1,6,11/28/2022 12:00:00 AM,12/31/2022 12:00:00 AM,12/14/2022 12:00:00 AM,192,116,103,0,29.9579,21.5047,26.7157,21.8273,,,,57.8374,50.8078,7.11,23.8535,44.152,23.393,1.492,,,2.6011,32.0293,13.0055,39.3579,13.0055,,,,,6.4858,15.5407,58.0491,,,,1.0061,,,,,,2.3537,,,,,,,,2.3537,,,,,,,,,4.2582,6.935,,,,,,,1.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0061,,,,1.0061,,,78.1824,5.0815,8.0215,3.5026,3.2848,1.9237,,,,,,,,,,58.0308,41.9694,,,,,,,,,,,4.091,34.8994,31.7682,26.4145,2.8283,,,37.1364,62.8642,,,,22.7773,1.6004,4.8012,15.1181,2.3149,2.3149,3.0294,,3.9153,33.0942,4.8012,,10.1455,,11.0314,13.5177,5.5157,62.5766,37.4248,,,,10.9313,,44.5345,14.3053,48.7178,3.374,17.6793,,,14.9178,,21.5782,57.4027,4.5189,6.0978,1.0163,23.6108,,2.0326,3,2.73741685295576,0.572734751118668,2.65474971227261,2.82008399363892,5,5.37732486291493,1.53081644668376,5.15283504738152,5.60181467844835,260,534.369039453508,913.021470401291,402.585741525485,666.152337381531,0,0,0,0,0,0,0,0,0,0,1,1.88141123988369,2.42935612604063,1.42635114409795,2.33647133566944
1884,Zimbabwe,ZWE,104,Midlands,ZW17,,,Midlands,ZW17,1,6,11/28/2022 12:00:00 AM,12/26/2022 12:00:00 AM,12/12/2022 12:00:00 AM,191,149,100,0,32.6937,9.6125,35.2445,22.4523,,,,68.8255,45.7443,5.4866,22.0559,30.4876,32.6444,9.3278,,,0.8086,22.2074,16.8782,43.1894,16.9198,,,,,,3.4555,75.7602,,,,1.2893,,,,,,3.2769,,,0.591,,,,0.6983,1.9876,,,,,,,,,1.2893,4.6735,,0.6983,,,0.6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3966,,,,,,,,,,,,,0.6983,1.3966,,,,,,,2.0949,,,85.2974,1.3169,4.7734,4.5544,2.0301,2.0301,,,,,,,,,,76.0254,23.9743,,,,,,,,,,,6.38,27.485,25.89,34.11,6.135,,,37.7644,62.2402,,,,28.8552,,9.8671,26.6956,6.5591,2.2438,3.1934,,6.7314,15.5343,5.0926,4.4876,9.7525,,11.9386,13.7232,3.3657,36.32,63.68,,,7.1294,7.5141,,20.0376,49.7093,12.1388,16.7635,13.8741,7.5141,,17.3387,,30.0106,50.7525,3.566,1.4264,,18.4698,,2.1396,3,2.61706754218132,0.59136844584283,2.53148770422469,2.70264738013794,5,5.20179300017496,1.68486640661709,4.95269518287733,5.45089081747259,165,688.597782834228,2629.05367044369,308.134488457451,1069.061077211,0,0,0,0,0,0,0,0,0,0,2,9.4940524485807,78.0589030439052,-3.47082567169465,22.458930568856
2006,Mali,MLI,466,Gao,ML07,,,Gao,ML07,1,7,12/15/2023 12:00:00 AM,12/27/2023 12:00:00 AM,12/21/2023 12:00:00 AM,285,143,121,3,30.8792,23.1594,19.2995,26.6684,,,1.0527,50.1787,42.4589,0.6993,30.7692,26.5734,39.1608,2.7972,,,0.6993,42.6573,22.3776,30.7692,3.4965,,,83.2167,,,0.6993,1.3986,,,,1.3986,,,,,,2.7972,,,,,,,,,,,,,,,,0.6993,,0.6993,2.0979,,,,,1.3986,4.1958,,,,,,,,,,,,,,,,,0.6993,,,,,,,,,,,,,,,,,,,,,,,,,,0.6993,,,,,,,,,,,50.3496,0.6993,48.2517,,0.6993,,,,,,,,,,,,,,,,,,,,,,,,55.1016,14.2856,30.612,,,,7.6923,92.3076,,,1.5152,21.9704,27.2736,9.8488,18.94,2.2728,25.0008,9.8488,,8.3336,25.0008,,54.5472,37.1224,,23.4856,15.9096,1.5152,49.9996,49.9996,,,2.0408,44.8976,,40.816,48.9792,44.8976,4.0816,26.5304,20.408,,,,,,,,,,,,3,2.92631578947368,0.640423144989779,2.85044500322856,3.00218657571881,7,8.70877192982456,4.43502037884534,8.18335606097501,9.23418779867411,85000,110362.585964912,115766.425995321,96647.7634608105,124077.408469014,500,909.398601398601,1515.47638882786,655.937597096262,1162.85960570094,500,1424.23076923077,5961.56831058231,427.167995863584,2421.29354259795,0.5,1.85052112676056,5.04323463485507,1.00408342854325,2.69695882497788
2007,Mali,MLI,466,Kayes,ML01,,,Kayes,ML01,1,7,12/15/2023 12:00:00 AM,12/23/2023 12:00:00 AM,12/19/2023 12:00:00 AM,243,212,160,2,27.5705,6.1725,59.6675,6.584,,,0.823,87.238,65.84,,19.4299,60.1853,18.0082,2.3695,,,,14.217,35.0686,47.39,3.3173,,,,,12.7359,50.9436,29.7171,,,,,,,,,,0.9434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1887,,,,,,,,,,,,,,,,,,,,,0.4717,,,99.9929,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1506,36.5602,44.0873,17.2048,,,,16.0378,83.9626,,,7.8652,11.236,0.5618,17.4158,10.6742,3.9326,2.2472,10.6742,,3.3708,69.6632,1.6854,11.236,32.5844,,8.9888,8.427,1.6854,62.3674,37.6355,,,5.7142,17.1426,,37.1423,19.9997,19.9997,,8.5713,17.1426,,,,,,,,,,,,3,3.12757201646091,0.652328454696801,3.04387823670107,3.21126579622074,20,20.7809523809524,12.5650992342882,19.0468039346921,22.5151008272126,90000,159848.765432099,206951.93312394,133296.82003245,186400.710831748,1500,3593.10952380952,4949.66846254421,2909.99037657657,4276.22867104248,1000,3100.38388625592,5079.65706996168,2400.98785773615,3799.77991477569,2,3.7335044609434,4.29383246848434,3.1437012115712,4.3233077103156
2008,Mali,MLI,466,Koulikoro,ML02,,,Koulikoro,ML02,1,7,12/17/2023 12:00:00 AM,12/23/2023 12:00:00 AM,12/20/2023 12:00:00 AM,239,161,154,1,5.4392,2.5104,61.9232,30.1248,,,0.4184,67.3624,64.4336,1.8633,17.3908,54.0357,22.9807,2.4844,1.2422,,5.5899,15.5275,8.0743,62.11,7.4532,1.2422,,,,53.4146,15.5275,19.2541,,,,,,,,,,0.6211,,,0.6211,,,,,,,,,,,,,,,0.6211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7266,,,,,,,,,,,,,,6.211,,,,,,,,,,99.376,,0.6211,,,,,,,,,,,,,,,,,,,,,,,,,2.9628,62.9595,13.3326,17.0361,2.2221,1.4814,,3.1055,96.8916,,,,42.306,1.282,1.923,23.076,10.256,9.615,16.666,,1.282,88.458,1.282,1.923,12.82,,5.769,14.743,,42.9606,57.0339,,,,51.948,,37.6623,71.4285,81.8181,1.2987,28.5714,33.7662,,,,,,,,,,,,3,2.84937238493724,0.649462155779179,2.76535195588236,2.93339281399212,12,15.1025641025641,8.9442097344835,13.933161539236,16.2719666658923,110000,149201.610878661,134375.611875534,131817.539360669,166585.682396653,1900,8281.50310559006,28416.7218266213,3802.40026903765,12760.6059421425,2100,6143.73291925466,18176.6583840879,3278.69019462408,9008.77564388523,6,8.511188125,6.64090522894118,7.4611688125612,9.5612074374388
2009,Mali,MLI,466,Menaka,ML10,,,Menaka,ML10,1,7,12/15/2023 12:00:00 AM,1/5/2024 12:00:00 AM,12/25/2023 12:00:00 AM,232,65,123,0,19.395,44.393,8.62,27.584,,,,28.015,53.013,,1.5385,,83.079,15.385,,,1.5385,4.6155,3.077,73.848,16.9235,,,3.077,,27.693,,,,,,12.308,,,,1.5385,,3.077,,,,,,,,10.7695,,,,,,,,3.077,,30.77,,,,,,,6.154,,,,1.5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.616,12.308,58.463,,4.6155,,,,,,,,,,,,,,,,,,,,,,,6.1224,6.1224,,77.5504,10.204,,,4.6155,95.387,,,4.8387,14.5161,3.2258,4.8387,,3.2258,9.6774,4.8387,,16.129,41.9354,3.2258,16.129,51.6128,,12.9032,11.2903,3.2258,14.2856,85.7136,,,,21.429,,16.667,38.096,26.191,19.048,,33.334,,,,,,,,,,,,3,2.66810344827586,0.751609397815578,2.56941229934485,2.76679459720687,8,8.65086206896552,4.05529766521005,8.11837539836242,9.18334873956861,30000,37567,58129.3928437375,29934.2367813873,45199.7632186127,50,1050.58333333333,5847.23851820052,-637.369032916176,2738.53569958284,100,27720.4210526316,202820.532449781,-26008.0505287477,81448.8926340108,1,1.41366444476923,1.9203364823057,0.937287592959707,1.89004129657875
2010,Mali,MLI,466,Mopti,ML05,,,Mopti,ML05,1,7,12/15/2023 12:00:00 AM,12/30/2023 12:00:00 AM,12/22/2023 12:00:00 AM,232,135,79,12,34.48,10.344,23.705,31.463,,,5.172,58.185,34.049,0.7576,2.2728,43.9408,47.7288,4.5456,0.7576,,0.7576,12.1216,26.516,53.7896,5.3032,1.5152,,59.9967,,33.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4814,,,,,,,,,,,,,,,,,,,,0.7407,2.2221,,,81.8208,1.5152,14.3944,1.5152,,0.7576,,,,,,,,,,,,,,,,,,,,,,,32.5844,35.9552,30.3372,1.1236,,,22.221,77.7735,,,2.8572,49.5248,2.8572,17.1432,4.762,20.0004,27.6196,41.9056,,1.9048,34.2864,0.9524,32.3816,40.9532,,33.334,39.0484,9.524,29.2136,70.7868,,,4.7619,74.6031,,41.2698,20.6349,84.1269,1.5873,28.5714,20.6349,,,,,,,,,,,,3,2.91379310344828,0.678030159404625,2.82476338184555,3.00282282505101,13,14.5695652173913,7.84449226569009,13.5350642126512,15.6040662221314,80000,129543.103448276,164318.191579589,107967.067857999,151119.139038552,3000,5503.46895730574,6951.13851813306,4207.07493912503,6799.86297548644,2500,5085.68739561675,7916.89210073671,3602.71763294212,6568.65715829139,2.5,3.88060074626866,3.93309992500376,3.20106457829522,4.56013691424209
2011,Mali,MLI,466,Ségou,ML04,,,Ségou,ML04,1,7,12/14/2023 12:00:00 AM,12/23/2023 12:00:00 AM,12/18/2023 12:00:00 AM,235,214,178,6,19.1475,3.8295,71.9095,5.106,,,2.553,91.057,75.739,0.939,19.719,31.926,45.072,2.3475,,,0.939,27.231,10.7985,57.279,3.756,,,9.346,,78.9737,7.0095,1.4019,,0.4673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4673,,,,,,,,,,,,,,,,,,,,,,,,,,0.9346,,,0.4673,,,,,,,,,,,0.4673,,,,,,,0.4673,,,100.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5587,12.2914,37.9916,46.9308,1.6761,0.5587,,24.7669,75.2353,,,,20.4963,1.2422,4.3477,15.5275,1.8633,1.8633,3.1055,,15.5275,67.6999,,,6.8321,,1.8633,8.0743,0.6211,81.5702,18.4371,,,,21.2121,,3.0303,72.7272,9.0909,3.0303,6.0606,3.0303,,,,,,,,,,,,3,3.07659574468085,0.71156529112486,2.98376094163861,3.16943054772309,15,17.1395348837209,9.67840204310677,15.8194118020173,18.4596579654246,200000,253457.753191489,200806.003802139,227259.474487927,279656.031895052,2200,7289.63333333333,25771.9258012129,3732.76965466461,10846.4970120021,2000,5713.00473933649,17784.6873394515,3264.30800206403,8161.70147660896,6,8.31603773584906,7.41028911986151,7.29815624332204,9.33391922837607
